Proximity,WordCount,TitleMatch,TfIdf,TitleSimilarity,ContentSimilarity,Score,Phrase,Link,Match
0,0,0,0,0.500109375,0.665681541,0,bundling dependencies document,https://docs.gitlab.com/13.12/ee/administration/integration/terminal.html#security,FALSE
0.833333333,0.333333333,1,0.652062953,1,1,73.84180791,GitLab Architecture Overview,https://docs.gitlab.com/13.12/ee/development/architecture.html#gitlab-architecture-overview,TRUE
0.244588745,0.08,0,0.069505885,0.711644769,0.80822444,8.194805195,GitLab Architecture Overview,https://docs.gitlab.com/ee/api/graphql/index.html#graphiql,FALSE
0.315104167,0.05952381,1,0.692432197,1,0.796277523,50.40853901,Shared files,https://docs.gitlab.com/13.12/ee/development/shared_files.html,TRUE
0,0.024282561,0,0.106313976,0.673795998,0.616908491,1.161971831,Shared files,https://docs.gitlab.com/ee/user/packages/generic_packages/index.html,FALSE
0.108445879,0.027505828,0.8,0.550758276,0.970512033,0.894306064,38.5068728,process for adding new service components,https://docs.gitlab.com/13.12/ee/development/adding_service_component.html,TRUE
0,0.009345794,0,0.022079289,0.628089964,0.715480626,0.27027027,process for adding new service components,https://docs.gitlab.com/13.12/ee/user/project/repository/repository_mirroring.html#pulling-from-a-remote-repository,FALSE
0.1585548,0.045175439,0.4,0.480061388,0.865172565,0.879912078,25.39044044,End-to-end testing in GitLab QA,https://docs.gitlab.com/13.12/ee/development/testing_guide/end_to_end/beginners_guide.html,TRUE
0,0.017621145,0,0.002688586,0.546895027,0.600548744,0.701754386,End-to-end testing in GitLab QA,https://docs.gitlab.com/ee/api/milestones.html,FALSE
0.400030079,0.027182867,0.5,0.370873398,0.861660659,0.778500319,33.37209352,page object,https://docs.gitlab.com/13.12/ee/development/testing_guide/end_to_end/page_objects.html,TRUE
0,0,0,0,0.579947889,0.618898988,0,page object,https://docs.gitlab.com/ce/user/profile/index.html#access-your-user-settings,FALSE
0.385805961,0.037453184,1,0.524916348,0.99999994,0.78429538,56.79742613,Dynamic element validation,https://docs.gitlab.com/13.12/ee/development/testing_guide/end_to_end/dynamic_element_validation.html,TRUE
0,0.059734513,0.25,1,0.705328822,0.774230838,12.85714286,resources,https://docs.gitlab.com/13.12/ee/development/testing_guide/end_to_end/resources.html,TRUE
0,0,0,0,0.428073227,0.428565919,0,resources,https://docs.gitlab.com/ee/user/group/subgroups/index.html,FALSE
